C:\Users\Lao Shi\protocol_laoshi\Select_with_using_fseq.exe -af -port 44442 
=========================================================================
                          Station A                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "C:\Users\Lao Shi\protocol_laoshi\Select_with_using_fseq-A.log", TCP port 44442, debug mask 0x00
Station A is waiting for station B on TCP port 44442 ... Done.
New epoch: Wed May 18 13:29:28 2016
=========================================================================
2.401 .... 7 packets received, 6743 bps, 84.29%, Err 1 (5.3e-005)
370.209 .... 785 packets received, 4358 bps, 54.47%, Err 16 (9.4e-006)
374.312 .... 786 packets received, 4315 bps, 53.94%, Err 16 (9.4e-006)
378.449 .... 787 packets received, 4274 bps, 53.42%, Err 16 (9.4e-006)
382.526 .... 788 packets received, 4233 bps, 52.92%, Err 16 (9.4e-006)
386.586 .... 789 packets received, 4194 bps, 52.42%, Err 16 (9.3e-006)
390.802 .... 790 packets received, 4154 bps, 51.92%, Err 16 (9.3e-006)
394.883 .... 791 packets received, 4116 bps, 51.45%, Err 16 (9.3e-006)
398.992 .... 792 packets received, 4079 bps, 50.98%, Err 16 (9.3e-006)
401.069 .... 795 packets received, 4073 bps, 50.91%, Err 16 (9.3e-006)
403.180 .... 803 packets received, 4092 bps, 51.15%, Err 16 (9.2e-006)
405.291 .... 811 packets received, 4111 bps, 51.39%, Err 16 (9.1e-006)
407.417 .... 819 packets received, 4130 bps, 51.63%, Err 16 (9.0e-006)
409.513 .... 827 packets received, 4149 bps, 51.86%, Err 16 (8.9e-006)
411.628 .... 835 packets received, 4168 bps, 52.09%, Err 16 (8.8e-006)
413.752 .... 843 packets received, 4186 bps, 52.32%, Err 16 (8.7e-006)
415.861 .... 851 packets received, 4204 bps, 52.55%, Err 16 (8.7e-006)
417.953 .... 859 packets received, 4222 bps, 52.78%, Err 16 (8.6e-006)
420.065 .... 867 packets received, 4240 bps, 53.00%, Err 16 (8.5e-006)
422.173 .... 875 packets received, 4258 bps, 53.22%, Err 16 (8.4e-006)
425.632 .... 883 packets received, 4262 bps, 53.27%, Err 17 (8.8e-006)
427.731 .... 895 packets received, 4298 bps, 53.73%, Err 17 (8.7e-006)
429.840 .... 903 packets received, 4315 bps, 53.94%, Err 17 (8.7e-006)
431.967 .... 911 packets received, 4332 bps, 54.15%, Err 17 (8.6e-006)
434.078 .... 919 packets received, 4349 bps, 54.36%, Err 17 (8.5e-006)
436.186 .... 926 packets received, 4361 bps, 54.51%, Err 18 (9.0e-006)
438.297 .... 934 packets received, 4377 bps, 54.72%, Err 18 (8.9e-006)
441.202 .... 940 packets received, 4376 bps, 54.70%, Err 19 (9.3e-006)
443.314 .... 952 packets received, 4411 bps, 55.14%, Err 19 (9.2e-006)
445.428 .... 960 packets received, 4427 bps, 55.34%, Err 20 (9.6e-006)
447.539 .... 963 packets received, 4420 bps, 55.25%, Err 21 (1.0e-005)
449.651 .... 975 packets received, 4454 bps, 55.67%, Err 21 (9.9e-006)
451.778 .... 983 packets received, 4469 bps, 55.86%, Err 21 (9.8e-006)
454.159 .... 987 packets received, 4464 bps, 55.79%, Err 22 (1.0e-005)
456.270 .... 999 packets received, 4497 bps, 56.21%, Err 22 (1.0e-005)
458.382 .... 1007 packets received, 4512 bps, 56.40%, Err 22 (1.0e-005)
460.494 .... 1015 packets received, 4527 bps, 56.59%, Err 22 (1.0e-005)
462.861 .... 1019 packets received, 4521 bps, 56.52%, Err 23 (1.0e-005)
464.973 .... 1031 packets received, 4554 bps, 56.92%, Err 23 (1.0e-005)
467.086 .... 1039 packets received, 4568 bps, 57.10%, Err 23 (1.0e-005)
469.212 .... 1047 packets received, 4583 bps, 57.28%, Err 23 (1.0e-005)
471.326 .... 1055 packets received, 4597 bps, 57.46%, Err 23 (1.0e-005)
474.755 .... 1063 packets received, 4598 bps, 57.48%, Err 25 (1.1e-005)
476.867 .... 1075 packets received, 4629 bps, 57.87%, Err 25 (1.1e-005)
478.980 .... 1083 packets received, 4643 bps, 58.04%, Err 25 (1.1e-005)
481.106 .... 1091 packets received, 4657 bps, 58.21%, Err 25 (1.1e-005)
483.214 .... 1099 packets received, 4670 bps, 58.38%, Err 25 (1.0e-005)
485.319 .... 1107 packets received, 4684 bps, 58.55%, Err 25 (1.0e-005)
487.428 .... 1115 packets received, 4697 bps, 58.72%, Err 25 (1.0e-005)
489.537 .... 1123 packets received, 4711 bps, 58.88%, Err 25 (1.0e-005)
491.657 .... 1131 packets received, 4724 bps, 59.05%, Err 25 (1.0e-005)
493.786 .... 1139 packets received, 4737 bps, 59.21%, Err 25 (1.0e-005)
495.884 .... 1147 packets received, 4750 bps, 59.37%, Err 25 (1.0e-005)
497.994 .... 1155 packets received, 4762 bps, 59.53%, Err 25 (1.0e-005)
500.105 .... 1163 packets received, 4775 bps, 59.69%, Err 25 (9.9e-006)
504.387 .... 1165 packets received, 4743 bps, 59.28%, Err 25 (9.9e-006)
508.468 .... 1166 packets received, 4708 bps, 58.86%, Err 25 (9.9e-006)
513.567 .... 1167 packets received, 4666 bps, 58.32%, Err 26 (1.0e-005)
516.549 .... 1168 packets received, 4643 bps, 58.03%, Err 26 (1.0e-005)
520.629 .... 1169 packets received, 4610 bps, 57.63%, Err 26 (1.0e-005)
524.829 .... 1170 packets received, 4577 bps, 57.21%, Err 26 (1.0e-005)
528.854 .... 1171 packets received, 4546 bps, 56.82%, Err 26 (1.0e-005)
533.005 .... 1172 packets received, 4514 bps, 56.43%, Err 26 (1.0e-005)
537.212 .... 1173 packets received, 4483 bps, 56.03%, Err 26 (1.0e-005)
541.338 .... 1174 packets received, 4452 bps, 55.65%, Err 26 (1.0e-005)
545.373 .... 1175 packets received, 4423 bps, 55.29%, Err 26 (1.0e-005)
549.532 .... 1176 packets received, 4393 bps, 54.91%, Err 26 (1.0e-005)
553.558 .... 1177 packets received, 4365 bps, 54.56%, Err 26 (1.0e-005)
557.696 .... 1178 packets received, 4336 bps, 54.20%, Err 26 (1.0e-005)
562.680 .... 1179 packets received, 4301 bps, 53.76%, Err 27 (1.1e-005)
565.914 .... 1180 packets received, 4280 bps, 53.50%, Err 27 (1.1e-005)
569.938 .... 1181 packets received, 4253 bps, 53.17%, Err 27 (1.1e-005)
574.166 .... 1182 packets received, 4226 bps, 52.82%, Err 27 (1.0e-005)
578.226 .... 1183 packets received, 4199 bps, 52.49%, Err 27 (1.0e-005)
582.361 .... 1184 packets received, 4173 bps, 52.16%, Err 27 (1.0e-005)
586.451 .... 1185 packets received, 4147 bps, 51.84%, Err 27 (1.0e-005)
590.611 .... 1186 packets received, 4122 bps, 51.52%, Err 27 (1.0e-005)
594.681 .... 1187 packets received, 4097 bps, 51.21%, Err 27 (1.0e-005)
598.777 .... 1188 packets received, 4072 bps, 50.90%, Err 27 (1.0e-005)
601.595 .... 1189 packets received, 4056 bps, 50.71%, Err 28 (1.1e-005)
603.724 .... 1200 packets received, 4080 bps, 50.99%, Err 28 (1.1e-005)
605.849 .... 1208 packets received, 4092 bps, 51.15%, Err 28 (1.1e-005)
609.038 .... 1216 packets received, 4098 bps, 51.22%, Err 29 (1.1e-005)
611.166 .... 1227 packets received, 4120 bps, 51.51%, Err 29 (1.1e-005)
613.305 .... 1235 packets received, 4133 bps, 51.66%, Err 29 (1.1e-005)
615.436 .... 1243 packets received, 4145 bps, 51.81%, Err 29 (1.1e-005)
618.074 .... 1249 packets received, 4147 bps, 51.84%, Err 30 (1.1e-005)
620.202 .... 1260 packets received, 4169 bps, 52.12%, Err 30 (1.1e-005)
622.334 .... 1268 packets received, 4182 bps, 52.27%, Err 30 (1.1e-005)
624.462 .... 1276 packets received, 4194 bps, 52.42%, Err 30 (1.1e-005)
626.589 .... 1284 packets received, 4205 bps, 52.57%, Err 30 (1.1e-005)
628.717 .... 1292 packets received, 4217 bps, 52.72%, Err 30 (1.1e-005)
630.845 .... 1300 packets received, 4229 bps, 52.86%, Err 30 (1.1e-005)
632.959 .... 1308 packets received, 4241 bps, 53.01%, Err 30 (1.1e-005)
635.084 .... 1316 packets received, 4252 bps, 53.16%, Err 30 (1.0e-005)
637.209 .... 1324 packets received, 4264 bps, 53.30%, Err 30 (1.0e-005)
639.352 .... 1332 packets received, 4275 bps, 53.44%, Err 31 (1.1e-005)
641.479 .... 1340 packets received, 4287 bps, 53.58%, Err 31 (1.1e-005)
643.607 .... 1348 packets received, 4298 bps, 53.73%, Err 31 (1.1e-005)
645.734 .... 1356 packets received, 4309 bps, 53.87%, Err 32 (1.1e-005)
647.863 .... 1363 packets received, 4317 bps, 53.97%, Err 32 (1.1e-005)
649.985 .... 1371 packets received, 4328 bps, 54.11%, Err 32 (1.1e-005)
652.109 .... 1379 packets received, 4340 bps, 54.24%, Err 32 (1.1e-005)
654.233 .... 1387 packets received, 4350 bps, 54.38%, Err 32 (1.1e-005)
656.358 .... 1395 packets received, 4361 bps, 54.52%, Err 32 (1.1e-005)
658.496 .... 1403 packets received, 4372 bps, 54.65%, Err 32 (1.0e-005)
660.624 .... 1410 packets received, 4380 bps, 54.75%, Err 33 (1.1e-005)
662.734 .... 1418 packets received, 4391 bps, 54.88%, Err 33 (1.1e-005)
664.874 .... 1426 packets received, 4401 bps, 55.01%, Err 33 (1.1e-005)
666.984 .... 1434 packets received, 4412 bps, 55.15%, Err 33 (1.1e-005)
669.122 .... 1442 packets received, 4422 bps, 55.28%, Err 33 (1.1e-005)
671.233 .... 1450 packets received, 4433 bps, 55.41%, Err 33 (1.0e-005)
673.343 .... 1458 packets received, 4443 bps, 55.54%, Err 33 (1.0e-005)
675.455 .... 1466 packets received, 4454 bps, 55.67%, Err 33 (1.0e-005)
678.884 .... 1474 packets received, 4455 bps, 55.69%, Err 34 (1.1e-005)
680.994 .... 1486 packets received, 4477 bps, 55.97%, Err 34 (1.1e-005)
683.107 .... 1494 packets received, 4488 bps, 56.10%, Err 34 (1.0e-005)
685.234 .... 1502 packets received, 4498 bps, 56.22%, Err 34 (1.0e-005)
687.343 .... 1510 packets received, 4508 bps, 56.35%, Err 34 (1.0e-005)
689.455 .... 1518 packets received, 4518 bps, 56.47%, Err 35 (1.1e-005)
691.577 .... 1525 packets received, 4525 bps, 56.56%, Err 35 (1.1e-005)
693.688 .... 1533 packets received, 4534 bps, 56.68%, Err 35 (1.0e-005)
695.803 .... 1541 packets received, 4544 bps, 56.80%, Err 35 (1.0e-005)
697.911 .... 1549 packets received, 4554 bps, 56.92%, Err 35 (1.0e-005)
700.019 .... 1557 packets received, 4564 bps, 57.05%, Err 35 (1.0e-005)
704.607 .... 1560 packets received, 4543 bps, 56.78%, Err 35 (1.0e-005)
708.664 .... 1561 packets received, 4519 bps, 56.49%, Err 35 (1.0e-005)
712.735 .... 1562 packets received, 4497 bps, 56.21%, Err 35 (1.0e-005)
716.815 .... 1563 packets received, 4474 bps, 55.92%, Err 35 (1.0e-005)
721.000 .... 1564 packets received, 4451 bps, 55.63%, Err 35 (1.0e-005)
725.030 .... 1565 packets received, 4429 bps, 55.36%, Err 35 (1.0e-005)
729.116 .... 1566 packets received, 4407 bps, 55.08%, Err 35 (1.0e-005)
733.227 .... 1567 packets received, 4385 bps, 54.81%, Err 35 (1.0e-005)
737.298 .... 1568 packets received, 4363 bps, 54.54%, Err 35 (1.0e-005)
741.404 .... 1569 packets received, 4342 bps, 54.27%, Err 35 (1.0e-005)
745.449 .... 1570 packets received, 4321 bps, 54.01%, Err 35 (1.0e-005)
749.556 .... 1571 packets received, 4300 bps, 53.75%, Err 35 (1.0e-005)
753.746 .... 1572 packets received, 4279 bps, 53.48%, Err 35 (1.0e-005)
757.899 .... 1573 packets received, 4258 bps, 53.22%, Err 35 (1.0e-005)
762.037 .... 1574 packets received, 4237 bps, 52.97%, Err 35 (1.0e-005)
766.114 .... 1575 packets received, 4217 bps, 52.72%, Err 35 (1.0e-005)
770.222 .... 1576 packets received, 4198 bps, 52.47%, Err 35 (1.0e-005)
774.305 .... 1577 packets received, 4178 bps, 52.23%, Err 35 (1.0e-005)
778.344 .... 1578 packets received, 4159 bps, 51.99%, Err 35 (1.0e-005)
782.532 .... 1579 packets received, 4139 bps, 51.74%, Err 35 (1.0e-005)
786.606 .... 1580 packets received, 4120 bps, 51.51%, Err 35 (1.0e-005)
790.670 .... 1581 packets received, 4102 bps, 51.27%, Err 35 (1.0e-005)
794.843 .... 1582 packets received, 4083 bps, 51.04%, Err 35 (1.0e-005)
798.936 .... 1583 packets received, 4064 bps, 50.81%, Err 35 (1.0e-005)
801.061 .... 1586 packets received, 4061 bps, 50.77%, Err 35 (1.0e-005)
803.174 .... 1594 packets received, 4071 bps, 50.89%, Err 35 (1.0e-005)
805.296 .... 1602 packets received, 4081 bps, 51.01%, Err 35 (1.0e-005)
807.393 .... 1610 packets received, 4090 bps, 51.13%, Err 35 (1.0e-005)
809.506 .... 1618 packets received, 4100 bps, 51.25%, Err 35 (9.9e-006)
812.674 .... 1626 packets received, 4104 bps, 51.30%, Err 36 (1.0e-005)
814.799 .... 1637 packets received, 4121 bps, 51.51%, Err 36 (1.0e-005)
816.923 .... 1645 packets received, 4131 bps, 51.63%, Err 36 (1.0e-005)
819.035 .... 1653 packets received, 4140 bps, 51.75%, Err 36 (1.0e-005)
821.148 .... 1661 packets received, 4149 bps, 51.87%, Err 36 (9.9e-006)
823.259 .... 1669 packets received, 4158 bps, 51.98%, Err 36 (9.9e-006)
825.372 .... 1673 packets received, 4158 bps, 51.97%, Err 37 (1.0e-005)
827.485 .... 1680 packets received, 4164 bps, 52.06%, Err 38 (1.0e-005)
829.597 .... 1691 packets received, 4181 bps, 52.26%, Err 38 (1.0e-005)
831.706 .... 1699 packets received, 4190 bps, 52.38%, Err 38 (1.0e-005)
833.816 .... 1707 packets received, 4199 bps, 52.49%, Err 38 (1.0e-005)
835.927 .... 1715 packets received, 4208 bps, 52.60%, Err 38 (1.0e-005)
838.035 .... 1723 packets received, 4217 bps, 52.72%, Err 38 (1.0e-005)
840.160 .... 1731 packets received, 4226 bps, 52.83%, Err 38 (1.0e-005)
842.267 .... 1739 packets received, 4235 bps, 52.94%, Err 38 (1.0e-005)
844.634 .... 1744 packets received, 4235 bps, 52.94%, Err 39 (1.0e-005)
846.758 .... 1755 packets received, 4251 bps, 53.14%, Err 41 (1.1e-005)
848.869 .... 1762 packets received, 4258 bps, 53.22%, Err 41 (1.1e-005)
850.990 .... 1770 packets received, 4266 bps, 53.33%, Err 41 (1.1e-005)
853.095 .... 1774 packets received, 4265 bps, 53.32%, Err 42 (1.1e-005)
855.207 .... 1785 packets received, 4281 bps, 53.51%, Err 42 (1.1e-005)
857.322 .... 1793 packets received, 4290 bps, 53.62%, Err 42 (1.1e-005)
859.434 .... 1801 packets received, 4298 bps, 53.73%, Err 43 (1.1e-005)
861.547 .... 1808 packets received, 4304 bps, 53.80%, Err 43 (1.1e-005)
863.656 .... 1816 packets received, 4313 bps, 53.91%, Err 43 (1.1e-005)
865.753 .... 1824 packets received, 4321 bps, 54.02%, Err 43 (1.1e-005)
867.883 .... 1832 packets received, 4330 bps, 54.12%, Err 43 (1.1e-005)
869.991 .... 1840 packets received, 4338 bps, 54.22%, Err 43 (1.1e-005)
872.105 .... 1848 packets received, 4346 bps, 54.33%, Err 43 (1.1e-005)
874.215 .... 1856 packets received, 4354 bps, 54.43%, Err 43 (1.1e-005)
876.338 .... 1864 packets received, 4363 bps, 54.53%, Err 43 (1.1e-005)
878.445 .... 1872 packets received, 4371 bps, 54.64%, Err 43 (1.1e-005)
880.559 .... 1880 packets received, 4379 bps, 54.74%, Err 43 (1.0e-005)
882.670 .... 1888 packets received, 4387 bps, 54.84%, Err 43 (1.0e-005)
884.785 .... 1896 packets received, 4395 bps, 54.94%, Err 43 (1.0e-005)
886.896 .... 1904 packets received, 4403 bps, 55.04%, Err 43 (1.0e-005)
889.005 .... 1912 packets received, 4411 bps, 55.14%, Err 43 (1.0e-005)
891.131 .... 1920 packets received, 4419 bps, 55.24%, Err 43 (1.0e-005)
893.239 .... 1928 packets received, 4427 bps, 55.34%, Err 43 (1.0e-005)
895.350 .... 1936 packets received, 4435 bps, 55.43%, Err 43 (1.0e-005)
897.460 .... 1944 packets received, 4443 bps, 55.53%, Err 43 (1.0e-005)
899.572 .... 1952 packets received, 4450 bps, 55.63%, Err 43 (1.0e-005)
904.410 .... 1956 packets received, 4436 bps, 55.45%, Err 43 (1.0e-005)
908.470 .... 1957 packets received, 4418 bps, 55.23%, Err 43 (1.0e-005)
912.580 .... 1958 packets received, 4400 bps, 55.00%, Err 43 (1.0e-005)
916.638 .... 1959 packets received, 4383 bps, 54.79%, Err 43 (1.0e-005)
920.800 .... 1960 packets received, 4365 bps, 54.57%, Err 43 (1.0e-005)
