C:\Users\Lao Shi\protocol_laoshi\laoshi_selective.exe -a 
=========================================================================
                          Station A                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "C:\Users\Lao Shi\protocol_laoshi\laoshi_selective-A.log", TCP port 59144, debug mask 0x00
Station A is waiting for station B on TCP port 59144 ... Done.
New epoch: Sun May 08 00:58:24 2016
=========================================================================
3.425 .... 7 packets received, 6781 bps, 84.77%, Err 1 (5.3e-005)
289.835 .... 718 packets received, 5097 bps, 63.71%, Err 15 (9.7e-006)
291.964 .... 726 packets received, 5116 bps, 63.94%, Err 15 (9.6e-006)
294.068 .... 733 packets received, 5128 bps, 64.10%, Err 16 (1.0e-005)
296.179 .... 740 packets received, 5140 bps, 64.25%, Err 16 (1.0e-005)
298.315 .... 748 packets received, 5158 bps, 64.47%, Err 16 (9.9e-006)
300.417 .... 756 packets received, 5176 bps, 64.70%, Err 16 (9.8e-006)
304.556 .... 757 packets received, 5112 bps, 63.91%, Err 16 (9.8e-006)
308.597 .... 758 packets received, 5052 bps, 63.15%, Err 16 (9.8e-006)
312.697 .... 759 packets received, 4992 bps, 62.40%, Err 16 (9.8e-006)
316.812 .... 760 packets received, 4933 bps, 61.67%, Err 16 (9.7e-006)
320.879 .... 761 packets received, 4877 bps, 60.96%, Err 16 (9.7e-006)
325.004 .... 762 packets received, 4821 bps, 60.26%, Err 16 (9.7e-006)
329.097 .... 763 packets received, 4767 bps, 59.59%, Err 16 (9.7e-006)
333.362 .... 764 packets received, 4712 bps, 58.90%, Err 16 (9.7e-006)
337.492 .... 765 packets received, 4660 bps, 58.25%, Err 16 (9.7e-006)
341.637 .... 766 packets received, 4610 bps, 57.62%, Err 16 (9.7e-006)
345.741 .... 767 packets received, 4561 bps, 57.01%, Err 16 (9.6e-006)
349.803 .... 768 packets received, 4513 bps, 56.42%, Err 16 (9.6e-006)
353.913 .... 769 packets received, 4467 bps, 55.83%, Err 16 (9.6e-006)
357.961 .... 770 packets received, 4422 bps, 55.27%, Err 16 (9.6e-006)
362.127 .... 771 packets received, 4376 bps, 54.70%, Err 16 (9.6e-006)
366.239 .... 772 packets received, 4333 bps, 54.16%, Err 16 (9.6e-006)
370.301 .... 773 packets received, 4290 bps, 53.63%, Err 16 (9.6e-006)
374.369 .... 774 packets received, 4249 bps, 53.11%, Err 16 (9.5e-006)
378.457 .... 775 packets received, 4208 bps, 52.61%, Err 16 (9.5e-006)
382.474 .... 776 packets received, 4169 bps, 52.12%, Err 16 (9.5e-006)
386.490 .... 777 packets received, 4131 bps, 51.64%, Err 16 (9.5e-006)
390.679 .... 778 packets received, 4092 bps, 51.15%, Err 16 (9.5e-006)
394.832 .... 779 packets received, 4054 bps, 50.68%, Err 16 (9.5e-006)
399.002 .... 780 packets received, 4017 bps, 50.21%, Err 16 (9.5e-006)
401.067 .... 783 packets received, 4011 bps, 50.14%, Err 16 (9.4e-006)
403.192 .... 791 packets received, 4031 bps, 50.39%, Err 16 (9.3e-006)
406.086 .... 797 packets received, 4033 bps, 50.41%, Err 17 (9.8e-006)
408.205 .... 808 packets received, 4067 bps, 50.84%, Err 17 (9.7e-006)
410.315 .... 816 packets received, 4086 bps, 51.07%, Err 17 (9.6e-006)
412.429 .... 824 packets received, 4105 bps, 51.31%, Err 17 (9.5e-006)
414.546 .... 832 packets received, 4123 bps, 51.54%, Err 17 (9.4e-006)
416.659 .... 840 packets received, 4142 bps, 51.77%, Err 17 (9.3e-006)
418.783 .... 848 packets received, 4160 bps, 52.00%, Err 17 (9.2e-006)
420.884 .... 856 packets received, 4178 bps, 52.23%, Err 17 (9.2e-006)
423.002 .... 864 packets received, 4196 bps, 52.45%, Err 17 (9.1e-006)
425.103 .... 872 packets received, 4214 bps, 52.67%, Err 17 (9.0e-006)
427.222 .... 880 packets received, 4231 bps, 52.89%, Err 17 (8.9e-006)
429.333 .... 888 packets received, 4249 bps, 53.11%, Err 17 (8.8e-006)
431.460 .... 896 packets received, 4266 bps, 53.32%, Err 17 (8.8e-006)
433.569 .... 904 packets received, 4283 bps, 53.54%, Err 17 (8.7e-006)
436.740 .... 911 packets received, 4285 bps, 53.56%, Err 18 (9.1e-006)
438.865 .... 922 packets received, 4315 bps, 53.94%, Err 18 (9.0e-006)
440.962 .... 930 packets received, 4332 bps, 54.15%, Err 18 (8.9e-006)
443.082 .... 938 packets received, 4348 bps, 54.36%, Err 18 (8.9e-006)
445.201 .... 946 packets received, 4365 bps, 54.56%, Err 18 (8.8e-006)
447.317 .... 949 packets received, 4358 bps, 54.47%, Err 19 (9.2e-006)
449.429 .... 960 packets received, 4387 bps, 54.84%, Err 19 (9.1e-006)
451.554 .... 968 packets received, 4403 bps, 55.04%, Err 19 (9.1e-006)
453.664 .... 975 packets received, 4414 bps, 55.18%, Err 20 (9.5e-006)
455.759 .... 982 packets received, 4425 bps, 55.32%, Err 20 (9.4e-006)
459.193 .... 990 packets received, 4428 bps, 55.35%, Err 22 (1.0e-005)
461.343 .... 1000 packets received, 4452 bps, 55.65%, Err 22 (1.0e-005)
463.506 .... 1007 packets received, 4462 bps, 55.78%, Err 22 (1.0e-005)
465.614 .... 1015 packets received, 4477 bps, 55.96%, Err 22 (1.0e-005)
467.739 .... 1022 packets received, 4487 bps, 56.09%, Err 23 (1.0e-005)
469.804 .... 1029 packets received, 4498 bps, 56.23%, Err 23 (1.0e-005)
471.906 .... 1037 packets received, 4513 bps, 56.41%, Err 23 (1.0e-005)
474.021 .... 1045 packets received, 4527 bps, 56.59%, Err 23 (1.0e-005)
476.145 .... 1053 packets received, 4542 bps, 56.77%, Err 23 (1.0e-005)
478.258 .... 1061 packets received, 4556 bps, 56.95%, Err 23 (1.0e-005)
480.348 .... 1069 packets received, 4570 bps, 57.13%, Err 23 (9.9e-006)
483.535 .... 1076 packets received, 4570 bps, 57.12%, Err 24 (1.0e-005)
485.668 .... 1087 packets received, 4596 bps, 57.45%, Err 24 (1.0e-005)
487.771 .... 1094 packets received, 4606 bps, 57.57%, Err 25 (1.1e-005)
489.887 .... 1101 packets received, 4615 bps, 57.69%, Err 25 (1.0e-005)
492.000 .... 1109 packets received, 4629 bps, 57.86%, Err 25 (1.0e-005)
494.131 .... 1117 packets received, 4642 bps, 58.02%, Err 25 (1.0e-005)
496.241 .... 1125 packets received, 4655 bps, 58.19%, Err 25 (1.0e-005)
498.348 .... 1133 packets received, 4668 bps, 58.36%, Err 25 (1.0e-005)
500.443 .... 1141 packets received, 4682 bps, 58.52%, Err 25 (1.0e-005)
504.550 .... 1142 packets received, 4648 bps, 58.09%, Err 25 (1.0e-005)
508.677 .... 1143 packets received, 4614 bps, 57.67%, Err 25 (1.0e-005)
512.754 .... 1144 packets received, 4581 bps, 57.26%, Err 25 (1.0e-005)
516.843 .... 1145 packets received, 4549 bps, 56.86%, Err 25 (1.0e-005)
520.886 .... 1146 packets received, 4517 bps, 56.46%, Err 25 (1.0e-005)
524.957 .... 1147 packets received, 4486 bps, 56.07%, Err 25 (1.0e-005)
529.035 .... 1148 packets received, 4455 bps, 55.69%, Err 25 (1.0e-005)
533.173 .... 1149 packets received, 4424 bps, 55.30%, Err 25 (1.0e-005)
537.195 .... 1150 packets received, 4395 bps, 54.94%, Err 25 (1.0e-005)
541.335 .... 1151 packets received, 4365 bps, 54.56%, Err 25 (1.0e-005)
545.372 .... 1152 packets received, 4336 bps, 54.21%, Err 25 (1.0e-005)
549.424 .... 1153 packets received, 4308 bps, 53.85%, Err 25 (1.0e-005)
553.538 .... 1154 packets received, 4280 bps, 53.50%, Err 25 (1.0e-005)
557.629 .... 1155 packets received, 4252 bps, 53.15%, Err 25 (1.0e-005)
561.754 .... 1156 packets received, 4224 bps, 52.80%, Err 25 (1.0e-005)
565.853 .... 1157 packets received, 4197 bps, 52.47%, Err 25 (9.9e-006)
570.018 .... 1158 packets received, 4170 bps, 52.13%, Err 25 (9.9e-006)
574.126 .... 1159 packets received, 4144 bps, 51.80%, Err 25 (9.9e-006)
578.289 .... 1160 packets received, 4117 bps, 51.47%, Err 25 (9.9e-006)
582.346 .... 1161 packets received, 4092 bps, 51.15%, Err 25 (9.9e-006)
586.438 .... 1162 packets received, 4067 bps, 50.84%, Err 25 (9.9e-006)
590.527 .... 1163 packets received, 4042 bps, 50.53%, Err 25 (9.9e-006)
594.643 .... 1164 packets received, 4018 bps, 50.22%, Err 25 (9.9e-006)
598.804 .... 1165 packets received, 3993 bps, 49.92%, Err 25 (9.9e-006)
601.073 .... 1168 packets received, 3988 bps, 49.85%, Err 25 (9.8e-006)
603.181 .... 1176 packets received, 4002 bps, 50.02%, Err 25 (9.8e-006)
605.284 .... 1184 packets received, 4015 bps, 50.19%, Err 25 (9.7e-006)
608.461 .... 1191 packets received, 4017 bps, 50.22%, Err 26 (1.0e-005)
610.611 .... 1202 packets received, 4040 bps, 50.50%, Err 26 (9.9e-006)
614.044 .... 1210 packets received, 4044 bps, 50.55%, Err 27 (1.0e-005)
616.168 .... 1221 packets received, 4067 bps, 50.84%, Err 27 (1.0e-005)
618.557 .... 1225 packets received, 4065 bps, 50.81%, Err 28 (1.0e-005)
620.683 .... 1236 packets received, 4087 bps, 51.09%, Err 28 (1.0e-005)
622.803 .... 1244 packets received, 4099 bps, 51.24%, Err 28 (1.0e-005)
624.895 .... 1252 packets received, 4112 bps, 51.40%, Err 28 (1.0e-005)
627.011 .... 1259 packets received, 4121 bps, 51.51%, Err 29 (1.1e-005)
629.138 .... 1266 packets received, 4130 bps, 51.62%, Err 29 (1.1e-005)
631.248 .... 1274 packets received, 4142 bps, 51.77%, Err 29 (1.0e-005)
633.364 .... 1282 packets received, 4154 bps, 51.92%, Err 29 (1.0e-005)
635.479 .... 1290 packets received, 4166 bps, 52.07%, Err 29 (1.0e-005)
637.568 .... 1298 packets received, 4178 bps, 52.23%, Err 29 (1.0e-005)
639.700 .... 1306 packets received, 4190 bps, 52.37%, Err 29 (1.0e-005)
641.803 .... 1314 packets received, 4202 bps, 52.52%, Err 29 (1.0e-005)
643.913 .... 1322 packets received, 4213 bps, 52.67%, Err 29 (1.0e-005)
646.016 .... 1330 packets received, 4225 bps, 52.81%, Err 29 (1.0e-005)
648.135 .... 1338 packets received, 4236 bps, 52.96%, Err 29 (1.0e-005)
650.251 .... 1346 packets received, 4248 bps, 53.10%, Err 29 (9.9e-006)
653.677 .... 1354 packets received, 4251 bps, 53.13%, Err 30 (1.0e-005)
655.806 .... 1365 packets received, 4271 bps, 53.39%, Err 30 (1.0e-005)
658.448 .... 1370 packets received, 4270 bps, 53.37%, Err 31 (1.0e-005)
660.588 .... 1381 packets received, 4290 bps, 53.62%, Err 31 (1.0e-005)
662.690 .... 1389 packets received, 4301 bps, 53.76%, Err 31 (1.0e-005)
665.068 .... 1393 packets received, 4298 bps, 53.73%, Err 32 (1.1e-005)
667.194 .... 1404 packets received, 4318 bps, 53.98%, Err 32 (1.0e-005)
669.285 .... 1412 packets received, 4329 bps, 54.11%, Err 32 (1.0e-005)
671.398 .... 1420 packets received, 4340 bps, 54.25%, Err 32 (1.0e-005)
673.518 .... 1428 packets received, 4351 bps, 54.38%, Err 32 (1.0e-005)
675.627 .... 1436 packets received, 4361 bps, 54.52%, Err 32 (1.0e-005)
678.557 .... 1443 packets received, 4364 bps, 54.55%, Err 33 (1.0e-005)
680.687 .... 1454 packets received, 4383 bps, 54.79%, Err 33 (1.0e-005)
682.786 .... 1462 packets received, 4394 bps, 54.92%, Err 33 (1.0e-005)
684.919 .... 1470 packets received, 4404 bps, 55.05%, Err 33 (1.0e-005)
687.032 .... 1478 packets received, 4414 bps, 55.18%, Err 33 (1.0e-005)
689.133 .... 1486 packets received, 4425 bps, 55.31%, Err 33 (1.0e-005)
691.260 .... 1494 packets received, 4435 bps, 55.43%, Err 33 (1.0e-005)
693.364 .... 1502 packets received, 4445 bps, 55.56%, Err 33 (1.0e-005)
695.482 .... 1510 packets received, 4455 bps, 55.69%, Err 33 (1.0e-005)
697.862 .... 1514 packets received, 4451 bps, 55.64%, Err 34 (1.0e-005)
699.972 .... 1526 packets received, 4473 bps, 55.91%, Err 34 (1.0e-005)
704.501 .... 1529 packets received, 4453 bps, 55.66%, Err 34 (1.0e-005)
708.603 .... 1530 packets received, 4430 bps, 55.38%, Err 34 (1.0e-005)
712.668 .... 1531 packets received, 4408 bps, 55.10%, Err 34 (1.0e-005)
716.737 .... 1532 packets received, 4386 bps, 54.82%, Err 34 (1.0e-005)
720.826 .... 1533 packets received, 4363 bps, 54.54%, Err 34 (1.0e-005)
724.910 .... 1534 packets received, 4342 bps, 54.27%, Err 34 (1.0e-005)
728.963 .... 1535 packets received, 4320 bps, 54.00%, Err 34 (1.0e-005)
733.033 .... 1536 packets received, 4299 bps, 53.74%, Err 34 (1.0e-005)
737.095 .... 1537 packets received, 4278 bps, 53.48%, Err 34 (1.0e-005)
741.147 .... 1538 packets received, 4257 bps, 53.22%, Err 34 (1.0e-005)
745.252 .... 1539 packets received, 4237 bps, 52.96%, Err 34 (1.0e-005)
749.341 .... 1540 packets received, 4216 bps, 52.70%, Err 34 (1.0e-005)
753.418 .... 1541 packets received, 4196 bps, 52.45%, Err 34 (1.0e-005)
757.603 .... 1542 packets received, 4176 bps, 52.20%, Err 34 (1.0e-005)
761.747 .... 1543 packets received, 4156 bps, 51.94%, Err 34 (1.0e-005)
765.820 .... 1544 packets received, 4136 bps, 51.70%, Err 34 (1.0e-005)
769.985 .... 1545 packets received, 4116 bps, 51.45%, Err 34 (1.0e-005)
774.125 .... 1546 packets received, 4097 bps, 51.21%, Err 34 (1.0e-005)
778.257 .... 1547 packets received, 4078 bps, 50.97%, Err 34 (1.0e-005)
782.313 .... 1548 packets received, 4059 bps, 50.74%, Err 34 (1.0e-005)
786.338 .... 1549 packets received, 4041 bps, 50.51%, Err 34 (1.0e-005)
790.347 .... 1550 packets received, 4023 bps, 50.29%, Err 34 (1.0e-005)
794.571 .... 1551 packets received, 4004 bps, 50.05%, Err 34 (1.0e-005)
799.592 .... 1552 packets received, 3982 bps, 49.77%, Err 35 (1.0e-005)
801.605 .... 1557 packets received, 3984 bps, 49.81%, Err 35 (1.0e-005)
803.728 .... 1565 packets received, 3994 bps, 49.93%, Err 35 (1.0e-005)
805.832 .... 1573 packets received, 4004 bps, 50.05%, Err 35 (1.0e-005)
807.950 .... 1581 packets received, 4014 bps, 50.18%, Err 35 (1.0e-005)
810.069 .... 1589 packets received, 4024 bps, 50.30%, Err 35 (1.0e-005)
812.180 .... 1597 packets received, 4034 bps, 50.42%, Err 35 (1.0e-005)
814.286 .... 1605 packets received, 4043 bps, 50.54%, Err 35 (1.0e-005)
816.391 .... 1612 packets received, 4050 bps, 50.63%, Err 36 (1.0e-005)
818.495 .... 1620 packets received, 4060 bps, 50.75%, Err 36 (1.0e-005)
820.623 .... 1628 packets received, 4069 bps, 50.87%, Err 36 (1.0e-005)
822.734 .... 1636 packets received, 4079 bps, 50.99%, Err 36 (1.0e-005)
824.870 .... 1644 packets received, 4088 bps, 51.10%, Err 36 (1.0e-005)
826.981 .... 1652 packets received, 4098 bps, 51.22%, Err 36 (1.0e-005)
829.106 .... 1660 packets received, 4107 bps, 51.34%, Err 36 (1.0e-005)
831.219 .... 1668 packets received, 4116 bps, 51.45%, Err 36 (9.9e-006)
833.335 .... 1676 packets received, 4125 bps, 51.57%, Err 36 (9.9e-006)
836.487 .... 1683 packets received, 4127 bps, 51.59%, Err 37 (1.0e-005)
838.628 .... 1694 packets received, 4143 bps, 51.79%, Err 37 (1.0e-005)
840.740 .... 1702 packets received, 4152 bps, 51.91%, Err 37 (1.0e-005)
842.858 .... 1710 packets received, 4161 bps, 52.02%, Err 37 (9.9e-006)
844.971 .... 1718 packets received, 4170 bps, 52.13%, Err 37 (9.9e-006)
847.073 .... 1726 packets received, 4179 bps, 52.24%, Err 37 (9.8e-006)
849.985 .... 1732 packets received, 4180 bps, 52.25%, Err 38 (1.0e-005)
852.104 .... 1743 packets received, 4196 bps, 52.45%, Err 38 (1.0e-005)
854.233 .... 1751 packets received, 4204 bps, 52.56%, Err 38 (1.0e-005)
857.402 .... 1759 packets received, 4208 bps, 52.60%, Err 39 (1.0e-005)
859.537 .... 1770 packets received, 4224 bps, 52.80%, Err 39 (1.0e-005)
861.649 .... 1778 packets received, 4232 bps, 52.91%, Err 39 (1.0e-005)
863.753 .... 1786 packets received, 4241 bps, 53.01%, Err 39 (1.0e-005)
865.862 .... 1794 packets received, 4250 bps, 53.12%, Err 40 (1.0e-005)
867.988 .... 1802 packets received, 4258 bps, 53.23%, Err 40 (1.0e-005)
870.106 .... 1810 packets received, 4267 bps, 53.33%, Err 41 (1.0e-005)
872.203 .... 1818 packets received, 4275 bps, 53.44%, Err 41 (1.0e-005)
875.629 .... 1826 packets received, 4277 bps, 53.47%, Err 42 (1.1e-005)
877.813 .... 1838 packets received, 4295 bps, 53.68%, Err 42 (1.0e-005)
879.925 .... 1846 packets received, 4303 bps, 53.79%, Err 42 (1.0e-005)
882.025 .... 1854 packets received, 4311 bps, 53.89%, Err 43 (1.1e-005)
884.141 .... 1861 packets received, 4317 bps, 53.96%, Err 43 (1.1e-005)
886.254 .... 1868 packets received, 4323 bps, 54.04%, Err 43 (1.1e-005)
888.355 .... 1876 packets received, 4331 bps, 54.14%, Err 43 (1.1e-005)
890.475 .... 1884 packets received, 4339 bps, 54.24%, Err 43 (1.0e-005)
892.603 .... 1892 packets received, 4347 bps, 54.34%, Err 43 (1.0e-005)
894.709 .... 1900 packets received, 4356 bps, 54.44%, Err 43 (1.0e-005)
896.801 .... 1908 packets received, 4364 bps, 54.55%, Err 43 (1.0e-005)
898.917 .... 1916 packets received, 4372 bps, 54.64%, Err 43 (1.0e-005)
904.588 .... 1923 packets received, 4360 bps, 54.50%, Err 43 (1.0e-005)
908.705 .... 1924 packets received, 4342 bps, 54.28%, Err 43 (1.0e-005)
912.817 .... 1925 packets received, 4325 bps, 54.06%, Err 43 (1.0e-005)
916.937 .... 1926 packets received, 4308 bps, 53.85%, Err 43 (1.0e-005)
921.148 .... 1927 packets received, 4290 bps, 53.63%, Err 43 (1.0e-005)
925.272 .... 1928 packets received, 4273 bps, 53.42%, Err 43 (1.0e-005)
929.362 .... 1929 packets received, 4257 bps, 53.21%, Err 43 (1.0e-005)
933.482 .... 1930 packets received, 4240 bps, 53.00%, Err 43 (1.0e-005)
